metric_id,store_id,year,month,total_sales,total_customers,avg_daily_sales,max_daily_sales,promo_days,promo_sales_lift,open_days
17637,1105,2014,1,107099.00,12322,4119.19,7959.00,10,48.77,26
17638,832,2013,7,186013.00,15302,6889.37,10434.00,13,52.40,27
17639,534,2013,6,168189.00,13274,6727.56,10270.00,10,28.00,25
17640,944,2014,9,179247.00,28563,6894.12,10708.00,12,28.40,26
17641,283,2013,9,159768.00,17170,6390.72,9697.00,10,23.20,25
17642,1029,2013,11,145150.00,20068,5582.69,9041.00,10,53.65,26
17643,1001,2014,12,171008.00,17763,6840.32,12362.00,10,62.81,25
17644,322,2013,12,159259.00,15764,6635.79,13079.00,10,88.32,24
17645,899,2013,10,126247.00,14195,5049.88,10185.00,10,69.50,25
17646,664,2014,7,128380.00,15633,4754.81,8051.00,13,63.59,27
17647,64,2014,2,240689.00,18756,10028.71,14650.00,10,33.44,24
17648,146,2013,12,229694.00,19670,9570.58,17817.00,10,50.06,24
17649,605,2013,7,183158.00,13365,6783.63,10010.00,13,45.51,27
17650,1064,2013,1,217773.00,26008,8375.88,12690.00,10,30.83,26
17651,374,2015,1,180663.00,21355,6948.58,9805.00,15,47.50,26
17652,456,2014,11,158759.00,22825,6614.96,10104.00,15,37.67,24
17653,1087,2014,4,156426.00,15393,6517.75,10242.00,11,46.92,24
17654,1030,2014,2,82912.00,7727,3454.67,6730.00,10,88.45,24
17655,218,2013,6,120023.00,16937,4800.92,8126.00,10,53.17,25
17656,901,2015,3,191736.00,16399,7374.46,12307.00,12,47.22,26
17657,843,2014,12,283766.00,31735,11350.64,15754.00,10,29.23,25
17658,101,2014,6,183820.00,19170,7659.17,12057.00,11,40.41,24
17659,642,2013,10,89907.00,12268,3457.96,4934.00,10,19.28,26
17660,250,2013,3,204454.00,16392,8178.16,13128.00,14,50.25,25
17661,193,2013,1,127080.00,19221,4887.69,8045.00,10,62.71,26
17662,1015,2014,10,153732.00,12450,5912.77,8386.00,12,29.13,26
17663,186,2013,9,82239.00,8744,3289.56,5358.00,10,47.32,25
17664,869,2015,6,158246.00,21935,6086.38,11301.00,12,85.72,26
17665,875,2014,9,118837.00,11456,4570.65,7737.00,12,61.43,26
17666,488,2014,8,95356.00,10015,3667.54,5327.00,11,16.65,26
17667,713,2013,11,271909.00,33825,10876.36,14828.00,10,22.16,25
17668,573,2013,10,103115.00,9117,3965.96,6198.00,10,47.02,26
17669,674,2013,7,220644.00,27982,8172.00,14366.00,13,76.52,27
17670,1052,2013,3,185823.00,19854,7432.92,11711.00,14,52.30,25
17671,1055,2014,7,207637.00,25723,7690.26,10458.00,13,38.47,27
17672,463,2014,4,154586.00,25314,6441.08,10102.00,11,58.04,24
17673,147,2013,4,189681.00,21365,7587.24,11707.00,12,29.54,25
17674,830,2015,3,173455.00,14242,6671.35,12158.00,12,68.73,26
17675,914,2014,12,300355.00,32633,12014.20,16795.00,10,41.89,25
17676,826,2014,7,229726.00,19437,8508.37,11192.00,13,34.56,27
17677,992,2013,8,143281.00,18161,5306.70,8815.00,12,52.40,27
17678,362,2015,3,253758.00,30820,9759.92,14717.00,12,38.37,26
17679,405,2013,12,131197.00,13633,5466.54,12302.00,10,73.31,24
17680,289,2013,6,155499.00,13623,6219.96,8926.00,10,22.38,25
17681,169,2013,4,188027.00,18448,7521.08,10799.00,12,28.44,25
17682,649,2013,3,94938.00,10102,3797.52,6686.00,14,94.41,25
17683,58,2015,1,176316.00,13529,7052.64,11153.00,14,39.67,25
17684,852,2015,1,115937.00,14468,4459.12,7180.00,15,58.81,26
17685,887,2014,8,170817.00,14698,6569.88,10652.00,11,50.80,26
17686,1006,2014,5,162405.00,22156,6496.20,9665.00,11,24.24,25
17687,122,2013,1,128812.00,16135,4954.31,7575.00,10,25.32,26
17688,179,2013,1,157938.00,21232,6074.54,9965.00,10,29.01,26
17689,585,2015,3,125870.00,19817,4841.15,7282.00,12,47.46,26
17690,445,2015,2,181870.00,26738,7907.39,11440.00,9,15.10,23
17691,527,2014,12,337599.00,29557,13503.96,20411.00,10,25.59,25
17692,103,2014,7,127710.00,11256,4730.00,6014.00,13,22.37,27
17693,644,2013,11,233742.00,26282,9349.68,13541.00,10,5.55,25
17694,50,2013,7,117543.00,9528,4353.44,7058.00,13,56.54,27
17695,785,2013,4,130586.00,12321,5223.44,8352.00,12,34.48,25
17696,509,2013,2,141622.00,12538,5900.92,9235.00,10,53.30,24
17697,733,2015,6,465622.00,104927,15520.73,19631.00,12,17.33,30
17698,92,2014,1,143411.00,13435,5515.81,10349.00,10,60.99,26
17699,556,2013,5,167221.00,19442,6967.54,10416.00,12,47.69,24
17700,482,2015,5,190068.00,20384,8263.83,11613.00,10,1.87,23
17701,443,2015,1,136747.00,12578,5259.50,7724.00,15,45.80,26
17702,818,2014,8,154699.00,15679,5949.96,11248.00,11,68.96,26
17703,919,2014,5,134490.00,16552,5379.60,8279.00,11,44.57,25
17704,62,2014,3,164408.00,18408,6323.38,9949.00,11,46.95,26
17705,784,2013,12,237024.00,24449,9876.00,16755.00,10,51.48,24
17706,546,2013,5,330979.00,40016,13790.79,18774.00,12,20.42,24
17707,1024,2013,4,144350.00,19442,5774.00,8693.00,12,39.73,25
17708,553,2015,6,192417.00,16311,7696.68,11127.00,11,22.98,25
17709,334,2015,5,130022.00,13126,5653.13,7554.00,10,16.44,23
17710,433,2015,3,144019.00,16176,4966.17,8421.00,12,67.14,29
17711,559,2014,9,149120.00,19400,5735.38,10774.00,12,88.93,26
17712,431,2014,7,255219.00,25746,9452.56,12996.00,13,35.37,27
17713,32,2014,5,101149.00,11925,4045.96,6118.00,11,60.91,25
17714,52,2014,4,163924.00,11449,6830.17,9525.00,11,46.23,24
17715,133,2014,3,153050.00,18328,5886.54,10289.00,11,84.42,26
17716,392,2014,3,183165.00,18762,7044.81,11696.00,11,63.83,26
17717,631,2014,1,129535.00,15656,4982.12,8081.00,10,38.17,26
17718,817,2013,1,616461.00,91423,23710.04,32263.00,10,27.27,26
17719,206,2015,3,216090.00,22960,8311.15,14949.00,12,61.60,26
17720,71,2014,10,223234.00,18827,8585.92,14350.00,12,51.90,26
17721,257,2013,9,122951.00,15232,4918.04,6631.00,10,38.74,25
17722,277,2013,8,171182.00,14039,6583.92,9721.00,11,46.86,26
17723,617,2013,6,142215.00,13413,5688.60,8669.00,10,41.78,25
17724,1095,2013,6,113359.00,17151,4534.36,7176.00,10,39.86,25
17725,856,2013,5,184688.00,24709,7695.33,10379.00,12,37.02,24
17726,736,2013,2,115642.00,11630,4818.42,6279.00,10,28.67,24
17727,520,2014,4,96026.00,10169,4001.08,6110.00,11,43.49,24
17728,779,2014,4,180620.00,17831,7525.83,13172.00,11,95.76,24
17729,1038,2014,2,132509.00,11745,5521.21,8283.00,10,36.25,24
17730,745,2013,8,190701.00,19303,7063.00,13513.00,12,81.92,27
17731,1004,2013,8,121905.00,10748,4688.65,7701.00,11,65.28,26
17732,627,2013,6,132724.00,14151,5308.96,7459.00,10,20.32,25
17733,514,2015,2,142219.00,15069,5925.79,8825.00,10,45.78,24
17734,320,2014,9,366512.00,51925,14096.62,23159.00,12,42.39,26
17735,969,2014,1,79162.00,13674,3166.48,4908.00,9,43.88,25
17736,437,2013,9,164704.00,17167,6588.16,9570.00,10,25.42,25
17737,46,2015,3,143215.00,17108,5508.27,9558.00,12,52.23,26
17738,816,2014,7,123517.00,17930,4574.70,7305.00,13,48.51,27
17739,1077,2014,5,110205.00,12441,4408.20,6659.00,11,50.19,25
17740,245,2013,11,244763.00,26390,9413.96,15249.00,10,23.52,26
17741,506,2013,9,176343.00,20178,7053.72,12734.00,10,58.49,25
17742,1085,2013,7,213378.00,21188,7902.89,12419.00,13,59.64,27
17743,965,2013,3,226507.00,24032,9060.28,13182.00,14,42.37,25
17744,14,2015,6,148241.00,16234,5929.64,10175.00,11,55.82,25
17745,670,2014,6,159034.00,16725,6914.52,10331.00,10,51.97,23
17746,632,2013,12,199770.00,24705,8323.75,12440.00,10,21.88,24
17747,334,2013,11,140313.00,14251,5612.52,7614.00,10,20.85,25
17748,1091,2013,6,193050.00,16639,7722.00,12784.00,10,37.49,25
17749,438,2013,1,103930.00,11357,3997.31,7533.00,10,76.13,26
17750,662,2015,4,218741.00,19441,9114.21,14220.00,11,78.02,24
17751,91,2014,9,161747.00,17400,6221.04,10188.00,12,41.34,26
17752,937,2014,4,184399.00,14803,7683.29,11932.00,11,41.43,24
17753,328,2013,11,107538.00,12894,4301.52,6285.00,10,39.07,25
17754,105,2013,10,97930.00,12348,3766.54,6403.00,10,41.38,26
17755,366,2013,8,159200.00,16234,5896.30,10602.00,12,74.95,27
17756,788,2015,7,480421.00,44242,17793.37,23043.00,13,26.52,27
17757,1049,2015,6,100568.00,15585,4022.72,6869.00,11,55.47,25
17758,135,2015,2,138908.00,12537,5787.83,7814.00,10,21.28,24
17759,893,2013,11,167011.00,21768,6680.44,9380.00,10,19.25,25
17760,595,2013,9,337893.00,41528,13515.72,19111.00,10,23.75,25
17761,317,2013,4,128620.00,14274,5144.80,6996.00,12,14.12,25
17762,243,2015,6,176104.00,22583,7044.16,11892.00,11,86.40,25
17763,707,2014,11,218477.00,23399,9103.21,14353.00,15,57.97,24
17764,590,2013,1,107267.00,8877,4125.65,7250.00,10,22.76,26
17765,776,2014,11,125400.00,13647,5225.00,9198.00,15,44.46,24
17766,708,2014,3,99130.00,11250,3812.69,5616.00,11,34.59,26
17767,315,2014,2,93584.00,10502,3899.33,6209.00,10,40.58,24
17768,474,2013,12,228278.00,20539,9511.58,18083.00,10,65.87,24
17769,176,2013,10,131107.00,16332,5042.58,10821.00,10,45.87,26
17770,137,2013,7,231840.00,27062,8586.67,12397.00,13,35.69,27
17771,933,2013,6,161723.00,21342,6468.92,10488.00,10,39.06,25
17772,820,2015,4,285087.00,24964,11878.63,15323.00,11,23.67,24
17773,249,2014,9,131890.00,13944,5072.69,8525.00,12,38.52,26
17774,524,2013,8,247346.00,27501,7978.90,12491.00,12,42.03,31
17775,59,2014,12,165991.00,15436,6639.64,10628.00,10,46.99,25
17776,1051,2013,11,171185.00,24558,6847.40,9958.00,10,35.13,25
17777,401,2015,6,202467.00,17735,7787.19,14284.00,12,83.84,26
17778,865,2014,11,199710.00,16330,8321.25,12121.00,15,10.17,24
17779,822,2013,9,177940.00,15233,7117.60,11947.00,10,59.03,25
17780,934,2014,11,174329.00,17131,7263.71,11644.00,15,52.23,24
17781,526,2014,5,264474.00,37200,10578.96,16843.00,11,47.53,25
17782,295,2013,7,149129.00,20050,5523.30,8506.00,13,37.92,27
17783,978,2015,4,188387.00,24492,7849.46,12695.00,11,62.66,24
17784,251,2015,6,518583.00,63446,20743.32,28664.00,11,36.18,25
17785,794,2014,10,77573.00,13065,3102.92,4435.00,12,4.91,25
17786,174,2013,10,143216.00,11885,5508.31,7562.00,10,13.62,26
17787,980,2013,9,165965.00,13842,6638.60,12273.00,10,51.44,25
17788,790,2013,12,232315.00,20193,9679.79,17128.00,10,31.26,24
17789,796,2015,7,204623.00,17288,7578.63,11498.00,13,51.07,27
17790,1021,2014,11,225819.00,26363,9409.13,11666.00,15,-1.80,24
17791,565,2014,9,172377.00,20305,6629.88,10342.00,12,65.79,26
17792,375,2014,12,307136.00,22404,12285.44,22810.00,10,82.78,25
17793,444,2014,12,428429.00,45241,17137.16,27509.00,10,22.38,25
17794,268,2013,8,138895.00,17439,5144.26,8788.00,12,71.28,27
17795,9,2013,2,126826.00,11640,5284.42,7431.00,10,26.39,24
17796,731,2013,10,221293.00,24020,8511.27,15183.00,10,38.84,26
17797,602,2015,5,156097.00,14687,6786.83,8781.00,10,21.26,23
17798,1079,2015,2,181374.00,15169,7557.25,11648.00,10,48.37,24
17799,310,2014,9,235620.00,20547,7854.00,14045.00,12,66.05,30
17800,400,2014,4,225929.00,30776,9413.71,15094.00,11,69.98,24
17801,522,2014,3,207845.00,16062,7994.04,14423.00,11,21.43,26
17802,981,2013,4,169290.00,18497,6771.60,10394.00,12,42.31,25
17803,857,2014,9,190472.00,23191,7325.85,9508.00,12,23.52,26
17804,947,2014,4,198185.00,28002,8257.71,10896.00,11,18.57,24
17805,891,2013,9,184040.00,26751,7361.60,11012.00,10,17.83,25
17806,320,2013,2,327884.00,47832,13661.83,19209.00,10,25.65,24
17807,442,2015,6,116036.00,11783,4641.44,7101.00,11,64.35,25
17808,504,2013,8,173905.00,25839,6440.93,10284.00,12,29.73,27
17809,93,2013,1,146676.00,15535,5641.38,9394.00,10,49.42,26
17810,508,2014,8,179662.00,17626,6910.08,11742.00,11,43.99,26
17811,787,2014,6,245601.00,27119,10233.38,16871.00,11,49.57,24
17812,135,2014,1,141298.00,13061,5434.54,8307.00,10,34.42,26
17813,480,2013,1,121359.00,15884,4667.65,8135.00,10,54.71,26
17814,480,2015,6,130285.00,15969,5010.96,7964.00,12,76.73,26
17815,69,2014,12,301472.00,35395,12058.88,20163.00,10,27.69,25
17816,882,2013,12,176865.00,22198,7369.38,10829.00,10,33.44,24
17817,943,2013,5,161616.00,14567,7026.78,11116.00,11,21.74,23
17818,735,2014,12,186357.00,16262,7454.28,15359.00,10,84.23,25
17819,895,2014,11,244035.00,22057,10168.13,13804.00,15,19.89,24
17820,627,2014,7,167267.00,16462,6195.07,8703.00,13,30.23,27
17821,919,2015,3,143122.00,17640,5504.69,8221.00,12,64.74,26
17822,188,2014,12,153183.00,12728,6127.32,10325.00,10,48.82,25
17823,281,2014,6,137452.00,12985,5727.17,8528.00,11,30.98,24
17824,679,2014,2,230633.00,25150,9609.71,14883.00,10,34.55,24
17825,664,2013,6,102884.00,13423,4115.36,5973.00,10,35.75,25
17826,588,2013,5,139477.00,15850,5811.54,7569.00,12,28.03,24
17827,372,2015,3,243187.00,19793,9353.35,16342.00,12,50.17,26
17828,334,2015,2,133566.00,13535,5565.25,7552.00,10,21.04,24
17829,630,2014,7,188452.00,21825,6979.70,10825.00,13,77.56,27
17830,1066,2014,4,286871.00,29287,11952.96,15674.00,11,28.87,24
17831,335,2013,12,469590.00,76464,15148.06,29787.00,10,111.84,31
17832,934,2013,7,183535.00,18364,6797.59,11266.00,13,62.39,27
17833,201,2013,4,120710.00,10814,4828.40,6905.00,12,21.99,25
17834,323,2015,7,210669.00,17075,7802.56,10371.00,13,26.09,27
17835,240,2014,5,117515.00,11416,4700.60,6837.00,11,34.57,25
17836,880,2014,1,183410.00,19807,7336.40,12312.00,9,41.42,25
17837,149,2013,9,132814.00,12010,5312.56,8794.00,10,47.92,25
17838,1027,2013,1,283016.00,37383,10885.23,17859.00,10,50.02,26
17839,535,2015,1,205642.00,23100,7909.31,13054.00,15,54.36,26
17840,1055,2014,10,201148.00,25822,7736.46,10096.00,12,24.41,26
17841,668,2014,7,229795.00,29865,8510.93,11704.00,13,38.74,27
17842,1069,2014,4,157658.00,20249,6569.08,11094.00,11,75.17,24
17843,495,2013,11,125641.00,9754,5025.64,8899.00,10,38.65,25
17844,774,2013,8,149345.00,19993,5531.30,7590.00,12,26.65,27
17845,277,2013,5,160747.00,12941,6989.00,10979.00,11,32.55,23
17846,716,2013,1,136988.00,11158,5268.77,7391.00,10,34.86,26
17847,206,2015,6,217224.00,22139,8688.96,14894.00,11,69.80,25
17848,721,2015,4,200337.00,18621,8347.38,13294.00,11,28.72,24
17849,881,2015,2,95530.00,13974,3980.42,6512.00,10,48.59,24
17850,229,2014,11,223128.00,18249,9297.00,14379.00,15,41.15,24
17851,121,2014,7,118556.00,12860,4390.96,6563.00,13,59.32,27
17852,83,2014,6,92665.00,8236,4028.91,5705.00,10,41.60,23
17853,839,2014,1,131895.00,16815,5072.88,9050.00,10,43.04,26
17854,826,2013,3,226741.00,19704,9069.64,13449.00,14,33.77,25
17855,169,2013,1,192321.00,18601,7396.96,11768.00,10,30.52,26
17856,174,2015,4,149232.00,12061,6218.00,8520.00,11,16.69,24
17857,96,2015,3,142014.00,14522,5462.08,11274.00,12,102.76,26
17858,494,2015,1,234664.00,33081,7569.81,10253.00,15,40.04,31
17859,738,2014,10,213464.00,17948,8210.15,11491.00,12,18.10,26
17860,173,2014,3,211646.00,25975,8140.23,13802.00,11,49.59,26
17861,1107,2014,3,169889.00,17806,6534.19,15307.00,11,83.69,26
17862,132,2014,2,144612.00,13961,6025.50,8575.00,10,20.25,24
17863,376,2013,12,245765.00,26087,10240.21,16629.00,10,54.40,24
17864,696,2013,9,171306.00,23484,6852.24,9554.00,10,30.78,25
17865,160,2013,3,149961.00,14484,5998.44,8815.00,14,41.25,25
17866,439,2013,2,173265.00,21810,7219.38,12363.00,10,49.32,24
17867,762,2015,3,113119.00,10951,4350.73,6738.00,12,42.35,26
17868,1082,2015,1,168676.00,24704,6487.54,8876.00,15,33.39,26
17869,560,2014,3,324217.00,39847,12469.88,19073.00,11,29.93,26
17870,720,2014,2,165484.00,16798,6895.17,10931.00,10,38.40,24
17871,387,2013,7,236166.00,31135,8746.89,14875.00,13,83.80,27
17872,707,2013,4,192475.00,22230,7699.00,13147.00,12,43.16,25
17873,1030,2015,6,94835.00,8472,3647.50,6073.00,12,83.07,26
17874,55,2015,5,122867.00,14394,5342.04,7547.00,10,45.76,23
17875,215,2015,3,164956.00,12329,6344.46,10906.00,12,51.84,26
17876,749,2014,6,131655.00,16323,5724.13,9886.00,10,83.64,23
17877,13,2014,4,132123.00,9977,5505.13,9536.00,11,84.55,24
17878,292,2014,1,141598.00,17628,5446.08,8982.00,10,47.48,26
17879,257,2013,12,148967.00,17158,6206.96,10467.00,10,47.73,24
17880,815,2013,9,219253.00,21997,8770.12,12869.00,10,30.05,25
17881,1094,2013,6,103583.00,8802,4143.32,5771.00,10,2.37,25
17882,279,2013,3,209711.00,16052,8388.44,12761.00,14,36.70,25
17883,483,2015,6,134119.00,16865,5158.42,9492.00,12,91.92,26
17884,643,2015,4,204116.00,24740,8504.83,12989.00,11,55.01,24
17885,922,2015,2,170715.00,16595,7113.13,8531.00,10,9.40,24
17886,359,2014,5,177304.00,15848,7092.16,10395.00,11,9.24,25
17887,1001,2013,11,139423.00,16475,5362.42,9434.00,10,59.51,26
17888,332,2015,4,96790.00,12676,4032.92,6295.00,11,62.89,24
17889,370,2015,4,193137.00,15713,8047.38,12945.00,11,44.05,24
17890,950,2014,4,138938.00,13613,5789.08,8186.00,11,62.96,24
17891,614,2013,10,158390.00,23266,6335.60,9036.00,10,16.38,25
17892,597,2013,2,100995.00,15060,4208.13,6079.00,10,35.06,24
17893,719,2015,6,133007.00,11611,5320.28,7733.00,11,30.45,25
17894,325,2015,5,148010.00,15404,6435.22,9234.00,10,35.44,23
17895,227,2013,8,134437.00,13196,4979.15,7201.00,12,51.47,27
17896,453,2015,1,155535.00,16739,5982.12,8992.00,15,18.93,26
17897,1109,2014,2,119270.00,11001,4969.58,8295.00,10,49.81,24
17898,878,2015,4,213853.00,19254,8910.54,13674.00,11,70.85,24
17899,147,2014,11,209880.00,21809,8745.00,13930.00,15,29.66,24
17900,517,2014,5,141409.00,15676,5656.36,9038.00,11,58.49,25
17901,837,2014,2,50919.00,5621,7274.14,15482.00,1,162.13,7
17902,106,2013,11,221129.00,21258,8504.96,11826.00,10,24.37,26
17903,544,2013,6,354578.00,48281,14183.12,23618.00,10,39.13,25
17904,416,2015,1,276235.00,34840,10624.42,14125.00,15,24.86,26
17905,854,2014,10,157836.00,16538,6313.44,7952.00,12,25.74,25
17906,493,2013,12,227523.00,21551,9480.13,16197.00,10,42.18,24
17907,772,2013,9,75554.00,10885,3022.16,4004.00,10,25.78,25
17908,893,2013,8,156955.00,20383,6036.73,8252.00,11,37.04,26
17909,1092,2013,7,316622.00,31287,11726.74,16686.00,13,21.15,27
17910,80,2014,6,181083.00,13941,7873.17,11107.00,10,38.68,23
17911,385,2013,8,190576.00,17103,7329.85,12828.00,11,58.60,26
17912,948,2015,6,251680.00,61487,8389.33,13585.00,12,11.03,30
17913,82,2013,4,210874.00,20280,8434.96,13711.00,12,60.11,25
17914,29,2015,1,209077.00,18025,8041.42,12814.00,15,33.16,26
17915,467,2014,9,344976.00,41374,13268.31,19859.00,12,33.83,26
17916,39,2014,8,118345.00,15566,4551.73,8164.00,11,61.02,26
17917,690,2015,2,126291.00,18300,5262.13,7702.00,10,28.21,24
17918,945,2014,6,102766.00,12802,4281.92,6119.00,11,41.97,24
17919,1025,2014,3,178339.00,21388,7133.56,10440.00,10,39.66,25
17920,294,2013,12,168740.00,21270,7030.83,10545.00,10,55.81,24
17921,1051,2013,8,160105.00,22417,5929.81,8957.00,12,58.28,27
17922,796,2014,3,177550.00,17204,6828.85,10638.00,11,57.47,26
17923,65,2013,10,119452.00,11146,4778.08,8512.00,10,42.01,25
17924,931,2013,7,150928.00,20974,4868.65,7195.00,13,28.89,31
17925,264,2014,12,183143.00,23693,7325.72,11922.00,10,54.45,25
17926,346,2014,12,220862.00,18498,8834.48,14318.00,10,38.96,25
17927,502,2013,9,273821.00,39657,10952.84,16842.00,10,22.43,25
17928,224,2013,8,149491.00,11168,5536.70,8666.00,12,38.82,27
17929,986,2015,7,131854.00,16833,4883.48,7539.00,13,47.98,27
17930,156,2014,9,172393.00,18057,6630.50,11616.00,12,88.54,26
17931,1089,2013,7,286042.00,27566,10594.15,15907.00,13,44.06,27
17932,558,2015,6,85005.00,11432,3269.42,5090.00,12,53.47,26
17933,584,2014,9,115321.00,10911,4435.42,6376.00,12,40.17,26
17934,241,2014,6,162824.00,17251,7079.30,11540.00,10,49.67,23
17935,586,2013,7,391749.00,61861,14509.22,19467.00,13,38.54,27
17936,327,2013,1,178478.00,23163,6864.54,9719.00,10,23.89,26
17937,275,2013,6,182481.00,18451,7299.24,9949.00,10,30.76,25
17938,116,2013,5,189206.00,19530,7883.58,10670.00,12,31.44,24
17939,638,2013,2,135118.00,11497,5629.92,7694.00,10,26.44,24
17940,227,2014,12,183521.00,15953,7340.84,11203.00,10,25.86,25
17941,158,2014,7,219930.00,13622,8145.56,10982.00,13,16.01,27
17942,718,2014,4,200738.00,21753,8364.08,11507.00,11,44.62,24
17943,878,2014,3,229389.00,21045,8822.65,15525.00,11,54.70,26
17944,840,2014,2,177671.00,25461,7402.96,11448.00,10,41.87,24
17945,147,2013,10,197780.00,22409,7606.92,12286.00,10,24.84,26
17946,373,2015,3,126017.00,8211,4846.81,8478.00,12,20.86,26
17947,628,2014,8,149981.00,18379,5768.50,9350.00,11,45.51,26
17948,293,2014,2,145103.00,19527,6045.96,10662.00,10,47.54,24
17949,134,2014,1,117757.00,12231,4529.12,6568.00,10,29.93,26
17950,920,2015,4,152760.00,14694,6365.00,8057.00,11,25.20,24
17951,761,2015,3,236337.00,26326,9089.88,13495.00,12,45.99,26
17952,30,2014,12,137394.00,19158,5495.76,8661.00,10,49.81,25
17953,597,2014,3,125826.00,17858,4839.46,8225.00,11,28.10,26
17954,822,2013,6,184492.00,15708,7379.68,10407.00,10,29.24,25
17955,774,2014,12,163071.00,19351,6522.84,8886.00,10,34.78,25
17956,856,2014,9,176636.00,24194,6793.69,10206.00,12,39.56,26
17957,481,2015,7,160584.00,14070,5947.56,8579.00,13,38.30,27
17958,468,2014,9,134967.00,15116,5191.04,9102.00,12,20.02,26
17959,478,2014,4,173634.00,18001,7234.75,11100.00,11,59.05,24
17960,709,2013,2,226334.00,29833,9430.58,14621.00,10,55.68,24
17961,988,2015,6,135034.00,21674,5193.62,7557.00,12,18.91,26
17962,417,2014,12,194498.00,18879,7779.92,12479.00,10,49.83,25
17963,1105,2014,4,115497.00,12813,4812.38,7672.00,11,69.06,24
17964,733,2013,9,422008.00,99301,14066.93,17072.00,10,9.04,30
17965,162,2013,2,166528.00,12375,6938.67,10805.00,10,34.03,24
17966,162,2015,7,213346.00,14825,7901.70,12977.00,13,43.32,27
17967,387,2014,11,236047.00,28817,9835.29,15053.00,15,44.50,24
17968,361,2014,4,164393.00,16249,6849.71,11453.00,11,68.78,24
17969,1003,2013,10,172571.00,18770,6637.35,13633.00,10,66.13,26
17970,346,2013,8,167708.00,15705,6211.41,8742.00,12,30.88,27
17971,906,2013,4,282470.00,33247,11298.80,17681.00,12,41.73,25
17972,868,2013,3,254534.00,17705,10181.36,12902.00,14,22.13,25
17973,11,2013,1,190839.00,28124,7339.96,9939.00,10,29.30,26
17974,254,2015,4,79363.00,6625,3306.79,5025.00,11,42.66,24
17975,16,2015,2,181983.00,20058,7582.63,11291.00,10,33.95,24
17976,350,2014,8,167155.00,13014,6429.04,9055.00,11,37.86,26
17977,281,2013,2,129638.00,12506,5401.58,6657.00,10,14.48,24
17978,398,2013,2,117953.00,14070,4914.71,6900.00,10,36.16,24
17979,524,2015,5,209829.00,22486,6994.30,11834.00,10,57.39,30
17980,1039,2015,4,208146.00,25631,8672.75,12911.00,11,33.11,24
17981,562,2014,2,518433.00,88279,18515.46,24966.00,10,18.90,28
17982,229,2013,7,227247.00,19242,8416.56,11862.00,13,46.78,27
17983,705,2013,6,173681.00,22138,6947.24,13464.00,10,52.66,25
17984,865,2013,4,170042.00,15310,6801.68,9021.00,12,18.96,25
17985,208,2013,1,71568.00,10360,2752.62,3679.00,10,28.93,26
17986,950,2015,5,135681.00,13285,5899.17,8748.00,10,39.85,23
17987,312,2014,8,133068.00,13024,5118.00,8228.00,11,49.35,26
17988,748,2014,5,149080.00,12588,5963.20,9879.00,11,33.93,25
17989,251,2014,2,435831.00,56857,18159.63,25866.00,10,22.83,24
17990,17,2013,12,204524.00,23216,8521.83,17845.00,10,88.55,24
17991,519,2013,3,147999.00,15416,5919.96,9885.00,14,16.74,25
17992,506,2013,6,181459.00,20559,7258.36,12764.00,10,47.74,25
17993,508,2013,4,143777.00,14972,5751.08,9131.00,12,46.32,25
17994,91,2013,2,118219.00,14486,4925.79,7728.00,10,37.39,24
17995,94,2015,7,199933.00,16889,7404.93,11421.00,13,49.26,27
17996,414,2015,3,179504.00,12772,6904.00,10561.00,12,25.56,26
17997,458,2014,12,214508.00,19307,8580.32,11765.00,10,16.89,25
17998,1067,2014,5,147193.00,12812,5887.72,8691.00,11,26.48,25
17999,908,2014,4,105923.00,9193,4413.46,7928.00,11,90.57,24
18000,177,2013,11,101332.00,12529,3897.38,7242.00,10,56.13,26
18001,776,2013,7,123947.00,13663,4590.63,7676.00,13,66.63,27
18002,158,2013,6,185526.00,12513,7421.04,9097.00,10,6.77,25
18003,80,2013,5,181855.00,13685,7906.74,10964.00,11,26.33,23
18004,165,2015,7,106837.00,11181,3956.93,6097.00,13,31.97,27
18005,27,2015,2,221328.00,24917,9222.00,15133.00,10,58.05,24
18006,842,2015,1,505554.00,30161,20222.16,32228.00,14,11.28,25
18007,122,2014,8,266249.00,33184,8588.68,14555.00,11,41.34,31
18008,680,2014,3,124303.00,19133,4780.88,7238.00,11,11.50,26
18009,63,2014,1,165816.00,15686,6377.54,10065.00,10,31.92,26
18010,1025,2013,2,170579.00,19957,7416.48,9968.00,10,27.33,23
18011,1110,2015,4,127216.00,14606,5300.67,8332.00,11,79.46,24
18012,789,2014,4,83741.00,11682,3489.21,4361.00,11,14.17,24
18013,491,2014,1,155940.00,12335,6237.60,11003.00,9,55.87,25
18014,1014,2013,8,321810.00,36470,11918.89,20529.00,12,71.95,27
18015,478,2013,3,185014.00,18643,7400.56,12538.00,14,53.83,25
18016,677,2014,4,209042.00,16798,8710.08,13188.00,11,40.31,24
18017,188,2013,11,123033.00,10951,4921.32,7873.00,10,40.30,25
18018,348,2013,6,206008.00,15382,8956.87,33934.00,10,-13.92,23
18019,650,2015,3,169228.00,16705,6508.77,8788.00,12,20.71,26
18020,290,2014,2,157199.00,15740,6549.96,11816.00,10,63.82,24
18021,316,2013,6,230069.00,21706,9202.76,14262.00,10,35.97,25
18022,825,2013,3,117559.00,13777,4702.36,6543.00,14,22.02,25
